script_id,is_verbatim_testimony,uses_negation_pivot,has_scripture_ref,scripture_cited,runtime_minutes,opening_line,body_excerpt,scripture_text
SC-2180,False,False,True,False,8,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2181,False,False,True,False,11,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2182,False,False,True,False,6,That's not a delay. It's a divine appointment.,Standard content with no unusual markers.,
SC-2183,False,False,True,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2184,False,False,True,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2185,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2186,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2187,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2188,False,False,False,False,6,That's not a delay. It's a divine appointment.,Standard content with no unusual markers.,
SC-2189,False,False,True,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2190,False,False,False,False,8,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2191,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2192,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2193,False,False,False,False,6,That's not a delay. It's a divine appointment.,Standard content with no unusual markers.,
SC-2194,False,False,True,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2195,False,False,False,False,8,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2196,False,False,False,False,6,That's not a delay. It's a divine appointment.,Standard content with no unusual markers.,
SC-2197,False,False,False,False,6,It's not a setback. It's a setup for the work.,Standard content with no unusual markers.,
SC-2198,False,False,False,False,6,That is not a failure. It is a foundation.,Standard content with no unusual markers.,
SC-2199,False,False,False,False,6,That was not a failure. It was a foundation.,Standard content with no unusual markers.,
SC-2200,False,False,False,False,6,That's not a delay; it's a divine appointment.,Standard content with no unusual markers.,
SC-2201,False,False,False,False,6,"That's not a delay, it's a divine appointment.",Standard content with no unusual markers.,
SC-2202,False,False,False,False,6,That's not a delay — it's a divine appointment.,Standard content with no unusual markers.,
SC-2203,False,False,False,False,6,That's not a delay... it's a divine appointment.,Standard content with no unusual markers.,
SC-2204,False,False,False,False,6,THAT IS NOT A DELAY. IT IS A DIVINE APPOINTMENT.,Standard content with no unusual markers.,
SC-2205,False,False,False,False,6,that's not a delay. it's a divine appointment.,Standard content with no unusual markers.,
SC-2206,False,False,False,False,6,That's not the final word. It's the beginning.,Standard content with no unusual markers.,
SC-2207,False,False,False,False,6,It's not a problem. It's a feature.,Standard content with no unusual markers.,
SC-2208,False,False,False,False,6,That's not the vision. It's the promise.,Standard content with no unusual markers.,
SC-2209,False,False,False,False,6,This is not a setback. It is a season.,Standard content with no unusual markers.,
SC-2210,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,That's not the final word. It's the beginning of what God will do next.,
SC-2211,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,It's not a setback. It's a setup for the work ahead of us.,
SC-2212,False,False,False,False,6,That was not the end. It was the start.,Standard content with no unusual markers.,
SC-2213,False,False,False,False,6,It was not a setback. It was a setup.,Standard content with no unusual markers.,
SC-2214,False,False,False,False,6,That is not a delay; It is a divine appointment.,Standard content with no unusual markers.,
SC-2215,False,False,False,False,6,That's not a problem. It's a prompt for the team.,Standard content with no unusual markers.,
SC-2216,False,False,False,False,6,It is not luck. It is grace.,Standard content with no unusual markers.,
SC-2217,False,False,False,False,6,That's not noise. It's the sound of a room learning to listen.,Standard content with no unusual markers.,
SC-2218,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,That was not a failure. It was a foundation.,
SC-2219,False,False,False,False,6,That is not the vision. It is the promise.,Standard content with no unusual markers.,
SC-2220,False,False,False,False,6,It's not the end. It's the beginning.,Standard content with no unusual markers.,
SC-2221,False,False,False,False,6,This is not a setback. This is a season.,Standard content with no unusual markers.,
SC-2222,False,False,False,False,6,That's not a problem. That's a feature.,Standard content with no unusual markers.,
SC-2223,False,False,False,False,6,That wasn't a failure. It was a foundation.,Standard content with no unusual markers.,
SC-2224,False,False,False,False,6,This wasn't a setback. It was a setup.,Standard content with no unusual markers.,
SC-2225,False,False,False,False,6,It's not a problem. This is a feature.,Standard content with no unusual markers.,
SC-2226,False,False,False,False,6,It wasn't a setback. It was a setup.,Standard content with no unusual markers.,
SC-2227,False,False,False,False,6,That is not a problem. That is a feature.,Standard content with no unusual markers.,
SC-2228,False,False,False,False,6,This isn't a problem. This is a feature.,Standard content with no unusual markers.,
SC-2229,False,False,False,False,6,It isn't a setback. It is a setup.,Standard content with no unusual markers.,
SC-2230,False,False,False,False,6,That's not X. That is Y.,Standard content with no unusual markers.,
SC-2231,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2232,False,False,False,False,6,A calm pastoral opening with no rhetoric.,Standard content.,
SC-2233,False,False,False,False,6,That's not a delay. It's a divine appointment.,Standard content with no unusual markers.,
SC-2234,False,False,False,False,6,It's not a setback. It's a setup.,Standard content with no unusual markers.,
SC-2235,False,False,False,False,6,That was not a failure. It was a foundation.,Standard content with no unusual markers.,
SC-2236,False,False,False,False,6,That's not a delay. It's a divine appointment.,Standard content with no unusual markers.,
SC-2237,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,That's not the final word. It's the beginning of what God will do next.,
SC-2238,False,False,False,False,6,That's not a delay; it's a divine appointment.,Standard content with no unusual markers.,
SC-2239,False,False,False,False,6,That's not a delay. it's a divine appointment.,Standard content with no unusual markers.,
SC-2240,False,False,False,False,6,"That is not a delay, it is an appointment.",Standard content with no unusual markers.,
SC-2241,False,False,False,False,6,That's not a delay. This is a season.,Standard content with no unusual markers.,
SC-2242,False,False,False,False,6,This is not the end. This is the beginning.,Standard content with no unusual markers.,
SC-2243,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,This is not a setback. This is a season.,
SC-2244,False,False,False,False,6,That's not a delay. It's a divine appointment.,Standard content with no unusual markers.,
SC-2245,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,That wasn't a failure. It was a foundation.,
SC-2246,False,False,True,True,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,Hebrews 11:1
SC-2247,False,False,True,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2248,False,False,False,True,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2249,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2250,False,False,True,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2251,False,False,TRUE,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2252,False,False,yes,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2253,False,False,1,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2254,False,False,Y,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2255,False,False,true ,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2256,False,False, true,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2257,False,False,True,yes,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2258,False,False,True,1,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2259,False,False,True,Y,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2260,False,False,True,TRUE,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,James 1:5
SC-2261,False,False,True,true,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,Revelation 21:4
SC-2262,False,False,false,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2263,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2264,False,False,True,false,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2265,False,False,True,,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2266,False,False,True, ,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2267,False,False,True,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2268,False,False,True,True ,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,Genesis 1:1
SC-2269,False,False,True, True,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,Genesis 3:15
SC-2270,False,False,1.0,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2271,False,False,True,1.0,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2272,False,False,yes,yes,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2273,False,False,True,yes ,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2274,False,False,True,no,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2275,False,False,True,TRUE ,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,Exodus 20:3
SC-2276,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2277,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2278,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2279,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2280,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2281,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2282,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2283,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2284,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2285,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2286,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2287,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2288,False,False,False,False,8,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2289,False,False,False,False,6,That's not a delay. It's a divine appointment.,Standard content with no unusual markers.,
SC-2290,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2291,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2292,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2293,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2294,False,False,True,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2295,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2296,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Genesis 1:1
SC-2297,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Exodus 20:3
SC-2298,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Psalms 23:1
SC-2299,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Psalms 91:1
SC-2300,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Proverbs 3:5
SC-2301,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Isaiah 53:5
SC-2302,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Matthew 5:3
SC-2303,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Mark 16:6
SC-2304,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Luke 15:4
SC-2305,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,John 3:16
SC-2306,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Acts 2:1
SC-2307,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Romans 8:28
SC-2308,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,1 Corinthians 13:1
SC-2309,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,2 Corinthians 5:17
SC-2310,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Galatians 5:22
SC-2311,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Ephesians 2:8
SC-2312,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Philippians 4:13
SC-2313,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Hebrews 11:1
SC-2314,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,James 1:5
SC-2315,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Revelation 21:4
SC-2316,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Genesis 1:99
SC-2317,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Exodus 20:99
SC-2318,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Psalms 23:99
SC-2319,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Psalms 91:99
SC-2320,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Proverbs 3:99
SC-2321,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Isaiah 53:99
SC-2322,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Matthew 5:99
SC-2323,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Mark 16:99
SC-2324,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Luke 15:99
SC-2325,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,John 3:99
SC-2326,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Acts 2:99
SC-2327,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Romans 8:99
SC-2328,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,1 Corinthians 13:99
SC-2329,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,2 Corinthians 5:99
SC-2330,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Galatians 5:99
SC-2331,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Ephesians 2:99
SC-2332,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Philippians 4:99
SC-2333,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Hebrews 11:99
SC-2334,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,James 1:99
SC-2335,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Revelation 21:99
SC-2336,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,GENESIS 1:1
SC-2337,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,exodus 20:3
SC-2338,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,PSALMS 23:1
SC-2339,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,psalms 91:1
SC-2340,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,PROVERBS 3:5
SC-2341,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,ISAIAH 53:5
SC-2342,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,matthew 5:3
SC-2343,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,MARK 16:6
SC-2344,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,LUKE 15:4
SC-2345,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,JOHN 3:16
SC-2346,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Genesis 1
SC-2347,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Exodus 20
SC-2348,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Psalms 23
SC-2349,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Proverbs 3
SC-2350,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Isaiah 53
SC-2351,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Matthew 5
SC-2352,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,John 3
SC-2353,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Romans 8
SC-2354,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Genesis
SC-2355,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,Psalms
SC-2356,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,
SC-2357,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,
SC-2358,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,
SC-2359,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,
SC-2360,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,
SC-2361,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,xyz
SC-2362,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,not a citation
SC-2363,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,chapter seven
SC-2364,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,random words here
SC-2365,False,False,True,True,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,see notes
SC-2366,False,False,True,False,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,
SC-2367,False,False,True,False,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,
SC-2368,False,False,True,False,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,
SC-2369,False,False,True,False,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,
SC-2370,False,False,True,False,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,
SC-2371,False,False,True,False,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,
SC-2372,False,False,True,False,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,
SC-2373,False,False,True,False,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,
SC-2374,False,False,True,False,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,
SC-2375,False,False,True,False,6,We lean on a familiar promise as we plan the next season.,Standard content with no unusual markers.,
SC-2376,False,False,False,False,10,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2377,False,False,False,False,10,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2378,False,False,False,False,10,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2379,False,False,False,False,8,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2380,False,False,False,False,8,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2381,False,False,False,False,6,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2382,False,False,False,False,6,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2383,False,False,False,False,10,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2384,False,False,False,False,10,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2385,False,False,False,False,12,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2386,False,False,False,False,12,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2387,False,False,False,False,8,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2388,False,False,False,False,8,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2389,False,False,False,False,14,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2390,False,False,False,False,14,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2391,False,False,False,False,6,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2392,False,False,False,False,7,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2393,False,False,False,False,6,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2394,False,False,False,False,10,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2395,False,False,False,False,7,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2396,False,False,False,False,5,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2397,False,False,False,False,10,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2398,False,False,False,False,5,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2399,False,False,False,False,9,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2400,False,False,False,False,11,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2401,False,False,False,False,3,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2402,False,False,False,False,3,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2403,False,False,False,False,11,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2404,False,False,False,False,5,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2405,False,False,False,False,2,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2406,False,False,False,False,8,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2407,False,False,False,False,10,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2408,False,False,False,False,10,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2409,False,False,False,False,6,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2410,False,False,False,False,8,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2411,False,False,False,False,0,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2412,False,False,False,False,0,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2413,False,False,False,False,0,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2414,False,False,False,False,0,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2415,False,False,False,False,0,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2416,False,False,False,False,6,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2417,False,False,False,False,7,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2418,False,False,False,False,6,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2419,False,False,False,False,9,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2420,False,False,False,False,11,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2421,False,False,False,False,3,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2422,False,False,False,False,5,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2423,False,False,False,False,10,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2424,False,False,False,False,2,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2425,False,False,False,False,5,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2426,False,False,False,False,6,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2427,False,False,False,False,7,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2428,False,False,False,False,10,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2429,False,False,False,False,7,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2430,False,False,False,False,6,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2431,False,False,False,False,9,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2432,False,False,False,False,11,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2433,False,False,False,False,11,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2434,False,False,False,False,10,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2435,False,False,False,False,9,We open with a calm pastoral note for the season ahead.,Standard content with no unusual markers.,
SC-2436,True,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2437,True,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2438,True,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2439,True,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2440,True,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2441,True,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2442,True,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2443,True,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2444,True,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2445,True,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2446,True,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2447,True,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2448,True,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2449,True,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2450,True,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
